1339760
font: 34039 	P(word|spam): 0.025407 	P(spam|word): 0.997671
3d1: 463 	P(word|spam): 0.000346 	P(spam|word): 0.997049
39: 457 	P(word|spam): 0.000341 	P(spam|word): 0.705843
mailman: 455 	P(word|spam): 0.000340 	P(spam|word): 0.202476
government: 455 	P(word|spam): 0.000340 	P(spam|word): 0.911272
product: 451 	P(word|spam): 0.000337 	P(spam|word): 0.921603
51: 450 	P(word|spam): 0.000336 	P(spam|word): 0.666956
37: 449 	P(word|spam): 0.000335 	P(spam|word): 0.699166
then: 444 	P(word|spam): 0.000331 	P(spam|word): 0.647602
available: 442 	P(word|spam): 0.000330 	P(spam|word): 0.823094
go: 441 	P(word|spam): 0.000329 	P(spam|word): 0.789788
forward: 440 	P(word|spam): 0.000328 	P(spam|word): 0.963978
msn: 440 	P(word|spam): 0.000328 	P(spam|word): 0.964943
geneva: 438 	P(word|spam): 0.000327 	P(spam|word): 0.997919
into: 437 	P(word|spam): 0.000326 	P(spam|word): 0.701573
see: 437 	P(word|spam): 0.000326 	P(spam|word): 0.717891
each: 435 	P(word|spam): 0.000325 	P(spam|word): 0.841794
33: 432 	P(word|spam): 0.000322 	P(spam|word): 0.618268
special: 432 	P(word|spam): 0.000322 	P(spam|word): 0.935699
per: 430 	P(word|spam): 0.000321 	P(spam|word): 0.911864
every: 430 	P(word|spam): 0.000321 	P(spam|word): 0.856297
95: 430 	P(word|spam): 0.000321 	P(spam|word): 0.942914
41: 429 	P(word|spam): 0.000320 	P(spam|word): 0.677071
weight: 428 	P(word|spam): 0.000319 	P(spam|word): 0.995750
number: 428 	P(word|spam): 0.000319 	P(spam|word): 0.803621
57: 428 	P(word|spam): 0.000319 	P(spam|word): 0.642248
even: 426 	P(word|spam): 0.000318 	P(spam|word): 0.718740
ac: 423 	P(word|spam): 0.000316 	P(spam|word): 0.901671
many: 421 	P(word|spam): 0.000314 	P(spam|word): 0.757558
b9: 420 	P(word|spam): 0.000313 	P(spam|word): 0.900000
46: 420 	P(word|spam): 0.000313 	P(spam|word): 0.639232
d0: 419 	P(word|spam): 0.000313 	P(spam|word): 0.998911
38: 417 	P(word|spam): 0.000311 	P(spam|word): 0.676303
bulk: 417 	P(word|spam): 0.000311 	P(spam|word): 0.403098
linux: 416 	P(word|spam): 0.000311 	P(spam|word): 0.099114
ul: 415 	P(word|spam): 0.000310 	P(spam|word): 0.851075
search: 415 	P(word|spam): 0.000310 	P(spam|word): 0.901751
know: 415 	P(word|spam): 0.000310 	P(spam|word): 0.668789
addresses: 414 	P(word|spam): 0.000309 	P(spam|word): 0.930218
cn: 413 	P(word|spam): 0.000308 	P(spam|word): 0.997793
cgi: 413 	P(word|spam): 0.000308 	P(spam|word): 0.963763
uk: 412 	P(word|spam): 0.000308 	P(spam|word): 0.708025
year: 410 	P(word|spam): 0.000306 	P(spam|word): 0.896177
52: 409 	P(word|spam): 0.000305 	P(spam|word): 0.616951
c4: 408 	P(word|spam): 0.000305 	P(spam|word): 0.991124
500: 407 	P(word|spam): 0.000304 	P(spam|word): 0.915736
58: 405 	P(word|spam): 0.000302 	P(spam|word): 0.646909
much: 404 	P(word|spam): 0.000302 	P(spam|word): 0.740491
legal: 403 	P(word|spam): 0.000301 	P(spam|word): 0.934348
bf: 402 	P(word|spam): 0.000300 	P(spam|word): 0.996603
bd: 401 	P(word|spam): 0.000299 	P(spam|word): 0.900000
43: 401 	P(word|spam): 0.000299 	P(spam|word): 0.668188
own: 398 	P(word|spam): 0.000297 	P(spam|word): 0.829593
windows: 398 	P(word|spam): 0.000297 	P(spam|word): 0.696903
take: 394 	P(word|spam): 0.000294 	P(spam|word): 0.804977
save: 393 	P(word|spam): 0.000293 	P(spam|word): 0.958773
lang: 392 	P(word|spam): 0.000293 	P(spam|word): 0.978342
168: 392 	P(word|spam): 0.000293 	P(spam|word): 0.808723
7bit: 391 	P(word|spam): 0.000292 	P(spam|word): 0.656468
month: 388 	P(word|spam): 0.000290 	P(spam|word): 0.942320
imap: 388 	P(word|spam): 0.000290 	P(spam|word): 0.376143
grants: 388 	P(word|spam): 0.000290 	P(spam|word): 0.900000
ms: 387 	P(word|spam): 0.000289 	P(spam|word): 0.867874
easy: 387 	P(word|spam): 0.000289 	P(spam|word): 0.891618
very: 385 	P(word|spam): 0.000287 	P(spam|word): 0.711383
000080: 385 	P(word|spam): 0.000287 	P(spam|word): 0.900000
none: 384 	P(word|spam): 0.000287 	P(spam|word): 0.964440
d2: 383 	P(word|spam): 0.000286 	P(spam|word): 0.900000
within: 383 	P(word|spam): 0.000286 	P(spam|word): 0.869374
77: 382 	P(word|spam): 0.000285 	P(spam|word): 0.973237
roman: 382 	P(word|spam): 0.000285 	P(spam|word): 0.970977
because: 382 	P(word|spam): 0.000285 	P(spam|word): 0.692154
crackmice: 378 	P(word|spam): 0.000282 	P(spam|word): 0.996388
re: 378 	P(word|spam): 0.000282 	P(spam|word): 0.342475
47: 377 	P(word|spam): 0.000281 	P(spam|word): 0.654365
price: 376 	P(word|spam): 0.000281 	P(spam|word): 0.954770
212: 375 	P(word|spam): 0.000280 	P(spam|word): 0.684755
future: 374 	P(word|spam): 0.000279 	P(spam|word): 0.903961
ce: 373 	P(word|spam): 0.000278 	P(spam|word): 0.983147
check: 372 	P(word|spam): 0.000278 	P(spam|word): 0.782045
sales: 371 	P(word|spam): 0.000277 	P(spam|word): 0.973631
73: 371 	P(word|spam): 0.000277 	P(spam|word): 0.926966
54: 371 	P(word|spam): 0.000277 	P(spam|word): 0.630524
amp: 369 	P(word|spam): 0.000275 	P(spam|word): 0.900000
wish: 369 	P(word|spam): 0.000275 	P(spam|word): 0.960758
days: 367 	P(word|spam): 0.000274 	P(spam|word): 0.853433
d1: 366 	P(word|spam): 0.000273 	P(spam|word): 0.900000
en: 366 	P(word|spam): 0.000273 	P(spam|word): 0.687651
f: 366 	P(word|spam): 0.000273 	P(spam|word): 0.820763
equiv: 365 	P(word|spam): 0.000272 	P(spam|word): 0.985207
99: 364 	P(word|spam): 0.000272 	P(spam|word): 0.917145
does: 364 	P(word|spam): 0.000272 	P(spam|word): 0.689442
fax: 364 	P(word|spam): 0.000272 	P(spam|word): 0.955635
contact: 363 	P(word|spam): 0.000271 	P(spam|word): 0.914824
b8: 360 	P(word|spam): 0.000269 	P(spam|word): 0.900000
cost: 358 	P(word|spam): 0.000267 	P(spam|word): 0.935549
a7: 357 	P(word|spam): 0.000266 	P(spam|word): 0.900000
card: 355 	P(word|spam): 0.000265 	P(spam|word): 0.875039
mortgage: 354 	P(word|spam): 0.000264 	P(spam|word): 0.900000
ve: 353 	P(word|spam): 0.000263 	P(spam|word): 0.614436
44: 350 	P(word|spam): 0.000261 	P(spam|word): 0.601359
post: 350 	P(word|spam): 0.000261 	P(spam|word): 0.453361
some: 350 	P(word|spam): 0.000261 	P(spam|word): 0.499456
sent: 349 	P(word|spam): 0.000260 	P(spam|word): 0.808494
products: 349 	P(word|spam): 0.000260 	P(spam|word): 0.918283
low: 349 	P(word|spam): 0.000260 	P(spam|word): 0.949077
exchange: 349 	P(word|spam): 0.000260 	P(spam|word): 0.919388
rates: 348 	P(word|spam): 0.000260 	P(spam|word): 0.975671
hidden: 346 	P(word|spam): 0.000258 	P(spam|word): 0.984407
a2: 345 	P(word|spam): 0.000258 	P(spam|word): 0.998678
way: 345 	P(word|spam): 0.000258 	P(spam|word): 0.641033
website: 345 	P(word|spam): 0.000258 	P(spam|word): 0.933282
start: 340 	P(word|spam): 0.000254 	P(spam|word): 0.848422
system: 340 	P(word|spam): 0.000254 	P(spam|word): 0.550848
visit: 339 	P(word|spam): 0.000253 	P(spam|word): 0.951297
75: 339 	P(word|spam): 0.000253 	P(spam|word): 0.927522
72: 338 	P(word|spam): 0.000252 	P(spam|word): 0.945087
insurancemail: 338 	P(word|spam): 0.000252 	P(spam|word): 0.900000
netnoir: 338 	P(word|spam): 0.000252 	P(spam|word): 0.900000
d3: 336 	P(word|spam): 0.000251 	P(spam|word): 0.900000
high: 332 	P(word|spam): 0.000248 	P(spam|word): 0.826120
world: 328 	P(word|spam): 0.000245 	P(spam|word): 0.715185
59: 328 	P(word|spam): 0.000245 	P(spam|word): 0.582847
149: 327 	P(word|spam): 0.000244 	P(spam|word): 0.934723
g: 327 	P(word|spam): 0.000244 	P(spam|word): 0.809033
d6: 327 	P(word|spam): 0.000244 	P(spam|word): 0.900000
years: 326 	P(word|spam): 0.000243 	P(spam|word): 0.768514
iiq: 324 	P(word|spam): 0.000242 	P(spam|word): 0.900000
0in: 323 	P(word|spam): 0.000241 	P(spam|word): 0.900000
92: 323 	P(word|spam): 0.000241 	P(spam|word): 0.911107
target: 322 	P(word|spam): 0.000240 	P(spam|word): 0.965755
ffff00: 321 	P(word|spam): 0.000240 	P(spam|word): 0.900000
cash: 321 	P(word|spam): 0.000240 	P(spam|word): 0.988746
decoration: 321 	P(word|spam): 0.000240 	P(spam|word): 0.900000
financial: 319 	P(word|spam): 0.000238 	P(spam|word): 0.974876
complete: 318 	P(word|spam): 0.000237 	P(spam|word): 0.935507
sansserif: 317 	P(word|spam): 0.000237 	P(spam|word): 0.900000
193: 316 	P(word|spam): 0.000236 	P(spam|word): 0.543557
services: 316 	P(word|spam): 0.000236 	P(spam|word): 0.935125
unknown: 315 	P(word|spam): 0.000235 	P(spam|word): 0.807894
insuranceiq: 315 	P(word|spam): 0.000235 	P(spam|word): 0.900000
sites: 314 	P(word|spam): 0.000234 	P(spam|word): 0.916057
0800: 313 	P(word|spam): 0.000234 	P(spam|word): 0.966165
good: 313 	P(word|spam): 0.000234 	P(spam|word): 0.683733
asp: 312 	P(word|spam): 0.000233 	P(spam|word): 0.933072
opportunity: 312 	P(word|spam): 0.000233 	P(spam|word): 0.988425
express: 311 	P(word|spam): 0.000232 	P(spam|word): 0.874188
middle: 310 	P(word|spam): 0.000231 	P(spam|word): 0.961743
offers: 309 	P(word|spam): 0.000231 	P(spam|word): 0.982572
real: 308 	P(word|spam): 0.000230 	P(spam|word): 0.801514
padding: 306 	P(word|spam): 0.000228 	P(spam|word): 0.994065
h: 306 	P(word|spam): 0.000228 	P(spam|word): 0.867874
through: 305 	P(word|spam): 0.000228 	P(spam|word): 0.722103
c3: 305 	P(word|spam): 0.000228 	P(spam|word): 0.900000
page: 305 	P(word|spam): 0.000228 	P(spam|word): 0.776693
programs: 304 	P(word|spam): 0.000227 	P(spam|word): 0.932737
ll: 303 	P(word|spam): 0.000226 	P(spam|word): 0.690043
fa: 300 	P(word|spam): 0.000224 	P(spam|word): 0.993947
b4: 297 	P(word|spam): 0.000222 	P(spam|word): 0.900000
without: 296 	P(word|spam): 0.000221 	P(spam|word): 0.776074
red: 296 	P(word|spam): 0.000221 	P(spam|word): 0.856029
outlook: 295 	P(word|spam): 0.000220 	P(spam|word): 0.775485
interest: 295 	P(word|spam): 0.000220 	P(spam|word): 0.949993
after: 295 	P(word|spam): 0.000220 	P(spam|word): 0.701381
companies: 294 	P(word|spam): 0.000219 	P(spam|word): 0.901922
precedence: 294 	P(word|spam): 0.000219 	P(spam|word): 0.319666
orders: 294 	P(word|spam): 0.000219 	P(spam|word): 0.989243
could: 293 	P(word|spam): 0.000219 	P(spam|word): 0.603775
msmail: 293 	P(word|spam): 0.000219 	P(spam|word): 0.804396
big: 293 	P(word|spam): 0.000219 	P(spam|word): 0.829353
dollars: 292 	P(word|spam): 0.000218 	P(spam|word): 0.972617
b7: 292 	P(word|spam): 0.000218 	P(spam|word): 0.900000
120: 292 	P(word|spam): 0.000218 	P(spam|word): 0.638484
y: 292 	P(word|spam): 0.000218 	P(spam|word): 0.949505
subscribe: 290 	P(word|spam): 0.000216 	P(spam|word): 0.272871
verify: 290 	P(word|spam): 0.000216 	P(spam|word): 0.972433
long: 289 	P(word|spam): 0.000216 	P(spam|word): 0.780456
a9: 288 	P(word|spam): 0.000215 	P(spam|word): 0.996838
never: 285 	P(word|spam): 0.000213 	P(spam|word): 0.787882
d4: 284 	P(word|spam): 0.000212 	P(spam|word): 0.900000
tahoma: 284 	P(word|spam): 0.000212 	P(spam|word): 0.900000
heaven: 284 	P(word|spam): 0.000212 	P(spam|word): 0.791301
those: 283 	P(word|spam): 0.000211 	P(spam|word): 0.702028
207: 283 	P(word|spam): 0.000211 	P(spam|word): 0.903739
response: 281 	P(word|spam): 0.000210 	P(spam|word): 0.938955
guaranteed: 280 	P(word|spam): 0.000209 	P(spam|word): 0.991910
multipart: 279 	P(word|spam): 0.000208 	P(spam|word): 0.901162
copy: 279 	P(word|spam): 0.000208 	P(spam|word): 0.813551
https: 279 	P(word|spam): 0.000208 	P(spam|word): 0.392121
a4: 278 	P(word|spam): 0.000207 	P(spam|word): 0.998360
example: 278 	P(word|spam): 0.000207 	P(spam|word): 0.225048
made: 277 	P(word|spam): 0.000207 	P(spam|word): 0.759548
computer: 277 	P(word|spam): 0.000207 	P(spam|word): 0.844119
account: 276 	P(word|spam): 0.000206 	P(spam|word): 0.926415
news: 275 	P(word|spam): 0.000205 	P(spam|word): 0.703311
fill: 275 	P(word|spam): 0.000205 	P(spam|word): 0.966298
l: 274 	P(word|spam): 0.000205 	P(spam|word): 0.754694
btamail: 274 	P(word|spam): 0.000205 	P(spam|word): 0.900000
des: 274 	P(word|spam): 0.000205 	P(spam|word): 0.911844
simply: 273 	P(word|spam): 0.000204 	P(spam|word): 0.921386
market: 273 	P(word|spam): 0.000204 	P(spam|word): 0.903285
following: 272 	P(word|spam): 0.000203 	P(spam|word): 0.851333
hours: 272 	P(word|spam): 0.000203 	P(spam|word): 0.923978
using: 272 	P(word|spam): 0.000203 	P(spam|word): 0.535783
c8: 271 	P(word|spam): 0.000202 	P(spam|word): 0.900000
part: 271 	P(word|spam): 0.000202 	P(spam|word): 0.779342
219: 271 	P(word|spam): 0.000202 	P(spam|word): 0.713722
62: 270 	P(word|spam): 0.000202 	P(spam|word): 0.745325
550: 269 	P(word|spam): 0.000201 	P(spam|word): 0.900000
while: 269 	P(word|spam): 0.000201 	P(spam|word): 0.702019
3a: 268 	P(word|spam): 0.000200 	P(spam|word): 0.993229
its: 268 	P(word|spam): 0.000200 	P(spam|word): 0.557367
php: 267 	P(word|spam): 0.000199 	P(spam|word): 0.809023
e1: 267 	P(word|spam): 0.000199 	P(spam|word): 0.994894
w: 266 	P(word|spam): 0.000199 	P(spam|word): 0.870035
income: 266 	P(word|spam): 0.000199 	P(spam|word): 0.983120
city: 266 	P(word|spam): 0.000199 	P(spam|word): 0.976526
tm: 265 	P(word|spam): 0.000198 	P(spam|word): 0.974799
pdt: 265 	P(word|spam): 0.000198 	P(spam|word): 0.377448
anyone: 265 	P(word|spam): 0.000198 	P(spam|word): 0.701410
small: 263 	P(word|spam): 0.000196 	P(spam|word): 0.797740
access: 263 	P(word|spam): 0.000196 	P(spam|word): 0.788996
rate: 262 	P(word|spam): 0.000196 	P(spam|word): 0.948731
80: 262 	P(word|spam): 0.000196 	P(spam|word): 0.825812
hr: 261 	P(word|spam): 0.000195 	P(spam|word): 0.998253
250: 260 	P(word|spam): 0.000194 	P(spam|word): 0.962792
a0: 260 	P(word|spam): 0.000194 	P(spam|word): 0.900000
sha: 259 	P(word|spam): 0.000193 	P(spam|word): 0.913055
purchase: 258 	P(word|spam): 0.000193 	P(spam|word): 0.986036
209: 256 	P(word|spam): 0.000191 	P(spam|word): 0.922636
let: 255 	P(word|spam): 0.000190 	P(spam|word): 0.827976
8bit: 254 	P(word|spam): 0.000190 	P(spam|word): 0.615102
60: 253 	P(word|spam): 0.000189 	P(spam|word): 0.833069
china: 252 	P(word|spam): 0.000188 	P(spam|word): 0.965020
full: 252 	P(word|spam): 0.000188 	P(spam|word): 0.828767
thinkgeek: 252 	P(word|spam): 0.000188 	P(spam|word): 0.640270
cipher: 251 	P(word|spam): 0.000187 	P(spam|word): 0.909026
cbc3: 251 	P(word|spam): 0.000187 	P(spam|word): 0.910532
personal: 251 	P(word|spam): 0.000187 	P(spam|word): 0.894235
boundary: 251 	P(word|spam): 0.000187 	P(spam|word): 0.903051
tlsv1: 251 	P(word|spam): 0.000187 	P(spam|word): 0.907525
pay: 250 	P(word|spam): 0.000187 	P(spam|word): 0.917837
ascii: 249 	P(word|spam): 0.000186 	P(spam|word): 0.399643
bits: 249 	P(word|spam): 0.000186 	P(spam|word): 0.846318
temple: 249 	P(word|spam): 0.000186 	P(spam|word): 0.996345
read: 248 	P(word|spam): 0.000185 	P(spam|word): 0.793860
sslv3: 248 	P(word|spam): 0.000185 	P(spam|word): 0.967914
edh: 248 	P(word|spam): 0.000185 	P(spam|word): 0.983696
why: 247 	P(word|spam): 0.000184 	P(spam|word): 0.696193
dss: 247 	P(word|spam): 0.000184 	P(spam|word): 0.992658
build: 247 	P(word|spam): 0.000184 	P(spam|word): 0.761908
give: 246 	P(word|spam): 0.000184 	P(spam|word): 0.769875
mx: 246 	P(word|spam): 0.000184 	P(spam|word): 0.943921
216: 246 	P(word|spam): 0.000184 	P(spam|word): 0.601394
great: 246 	P(word|spam): 0.000184 	P(spam|word): 0.815325
had: 245 	P(word|spam): 0.000183 	P(spam|word): 0.574072
should: 245 	P(word|spam): 0.000183 	P(spam|word): 0.542161
v: 245 	P(word|spam): 0.000183 	P(spam|word): 0.814711
210: 245 	P(word|spam): 0.000183 	P(spam|word): 0.928996
excite: 244 	P(word|spam): 0.000182 	P(spam|word): 0.900000
3cp: 244 	P(word|spam): 0.000182 	P(spam|word): 0.900000
before: 244 	P(word|spam): 0.000182 	P(spam|word): 0.658548
a8: 244 	P(word|spam): 0.000182 	P(spam|word): 0.900000
cf: 244 	P(word|spam): 0.000182 	P(spam|word): 0.945156
thank: 244 	P(word|spam): 0.000182 	P(spam|word): 0.962179
mailings: 243 	P(word|spam): 0.000181 	P(spam|word): 0.996255
simple: 243 	P(word|spam): 0.000181 	P(spam|word): 0.858076
3dright: 243 	P(word|spam): 0.000181 	P(spam|word): 0.996255
b6: 240 	P(word|spam): 0.000179 	P(spam|word): 0.900000
off: 239 	P(word|spam): 0.000178 	P(spam|word): 0.714595
aeopublishing: 239 	P(word|spam): 0.000178 	P(spam|word): 0.900000
alternative: 238 	P(word|spam): 0.000178 	P(spam|word): 0.933704
based: 238 	P(word|spam): 0.000178 	P(spam|word): 0.746456
less: 238 	P(word|spam): 0.000178 	P(spam|word): 0.838996
broadcast: 238 	P(word|spam): 0.000178 	P(spam|word): 0.990496
his: 238 	P(word|spam): 0.000178 	P(spam|word): 0.681089
letter: 237 	P(word|spam): 0.000177 	P(spam|word): 0.954037
select: 236 	P(word|spam): 0.000176 	P(spam|word): 0.945128
mimeole: 235 	P(word|spam): 0.000175 	P(spam|word): 0.614345
next: 234 	P(word|spam): 0.000175 	P(spam|word): 0.806405
collapse: 234 	P(word|spam): 0.000175 	P(spam|word): 0.998052
b2: 234 	P(word|spam): 0.000175 	P(spam|word): 0.900000
fr: 234 	P(word|spam): 0.000175 	P(spam|word): 0.724322
method: 234 	P(word|spam): 0.000175 	P(spam|word): 0.919260
f3: 233 	P(word|spam): 0.000174 	P(spam|word): 0.900000
yourself: 233 	P(word|spam): 0.000174 	P(spam|word): 0.918942
week: 232 	P(word|spam): 0.000173 	P(spam|word): 0.834145
70: 232 	P(word|spam): 0.000173 	P(spam|word): 0.949530
1252: 232 	P(word|spam): 0.000173 	P(spam|word): 0.982591
c7: 231 	P(word|spam): 0.000172 	P(spam|word): 0.900000
c6: 231 	P(word|spam): 0.000172 	P(spam|word): 0.900000
ever: 231 	P(word|spam): 0.000172 	P(spam|word): 0.810830
solid: 231 	P(word|spam): 0.000172 	P(spam|word): 0.986349
used: 230 	P(word|spam): 0.000172 	P(spam|word): 0.632181
dvd: 229 	P(word|spam): 0.000171 	P(spam|word): 0.894718
aa: 229 	P(word|spam): 0.000171 	P(spam|word): 0.986231
c0: 229 	P(word|spam): 0.000171 	P(spam|word): 0.900000
end: 229 	P(word|spam): 0.000171 	P(spam|word): 0.689304
talk: 229 	P(word|spam): 0.000171 	P(spam|word): 0.345936
68: 229 	P(word|spam): 0.000171 	P(spam|word): 0.947110
include: 228 	P(word|spam): 0.000170 	P(spam|word): 0.820785
travel: 227 	P(word|spam): 0.000169 	P(spam|word): 0.990040
look: 227 	P(word|spam): 0.000169 	P(spam|word): 0.722392
investment: 226 	P(word|spam): 0.000169 	P(spam|word): 0.978254
roving: 226 	P(word|spam): 0.000169 	P(spam|word): 0.900000
203: 225 	P(word|spam): 0.000168 	P(spam|word): 0.944406
q: 225 	P(word|spam): 0.000168 	P(spam|word): 0.832669
au: 224 	P(word|spam): 0.000167 	P(spam|word): 0.822282
87: 224 	P(word|spam): 0.000167 	P(spam|word): 0.968408
ab: 223 	P(word|spam): 0.000166 	P(spam|word): 0.993893
multi: 223 	P(word|spam): 0.000166 	P(spam|word): 0.915614
customer: 222 	P(word|spam): 0.000166 	P(spam|word): 0.943697
c9: 222 	P(word|spam): 0.000166 	P(spam|word): 0.900000
bin: 222 	P(word|spam): 0.000166 	P(spam|word): 0.905041
step: 222 	P(word|spam): 0.000166 	P(spam|word): 0.949226
well: 222 	P(word|spam): 0.000166 	P(spam|word): 0.551057
217: 222 	P(word|spam): 0.000166 	P(spam|word): 0.864786
b1: 221 	P(word|spam): 0.000165 	P(spam|word): 0.900000
receiving: 221 	P(word|spam): 0.000165 	P(spam|word): 0.945300
0px: 221 	P(word|spam): 0.000165 	P(spam|word): 0.991801
90: 221 	P(word|spam): 0.000165 	P(spam|word): 0.883187
cb: 220 	P(word|spam): 0.000164 	P(spam|word): 0.900000
opt: 220 	P(word|spam): 0.000164 	P(spam|word): 0.979662
plus: 220 	P(word|spam): 0.000164 	P(spam|word): 0.874703
0cm: 219 	P(word|spam): 0.000163 	P(spam|word): 0.900000
looking: 219 	P(word|spam): 0.000163 	P(spam|word): 0.746305
2c: 219 	P(word|spam): 0.000163 	P(spam|word): 0.900000
3dhttp: 219 	P(word|spam): 0.000163 	P(spam|word): 0.900000
spacer: 218 	P(word|spam): 0.000163 	P(spam|word): 0.900000
3cb: 217 	P(word|spam): 0.000162 	P(spam|word): 0.900000
2fb: 217 	P(word|spam): 0.000162 	P(spam|word): 0.900000
old: 217 	P(word|spam): 0.000162 	P(spam|word): 0.674773
usa: 216 	P(word|spam): 0.000161 	P(spam|word): 0.829805
must: 216 	P(word|spam): 0.000161 	P(spam|word): 0.831264
being: 215 	P(word|spam): 0.000160 	P(spam|word): 0.627037
states: 215 	P(word|spam): 0.000160 	P(spam|word): 0.947659
c5: 215 	P(word|spam): 0.000160 	P(spam|word): 0.989490
kr: 215 	P(word|spam): 0.000160 	P(spam|word): 0.995769
come: 215 	P(word|spam): 0.000160 	P(spam|word): 0.814797
b3: 214 	P(word|spam): 0.000160 	P(spam|word): 0.997870
c1: 214 	P(word|spam): 0.000160 	P(spam|word): 0.997870
risk: 214 	P(word|spam): 0.000160 	P(spam|word): 0.926813
6e: 213 	P(word|spam): 0.000159 	P(spam|word): 0.900000
down: 212 	P(word|spam): 0.000158 	P(spam|word): 0.728490
where: 212 	P(word|spam): 0.000158 	P(spam|word): 0.625426
provide: 211 	P(word|spam): 0.000157 	P(spam|word): 0.878324
159: 211 	P(word|spam): 0.000157 	P(spam|word): 0.624318
reports: 211 	P(word|spam): 0.000157 	P(spam|word): 0.883362
bonus: 211 	P(word|spam): 0.000157 	P(spam|word): 0.985074
grant: 210 	P(word|spam): 0.000157 	P(spam|word): 0.982899
professional: 210 	P(word|spam): 0.000157 	P(spam|word): 0.987119
results: 209 	P(word|spam): 0.000156 	P(spam|word): 0.857573
lose: 208 	P(word|spam): 0.000155 	P(spam|word): 0.978514
format: 208 	P(word|spam): 0.000155 	P(spam|word): 0.635688
keep: 207 	P(word|spam): 0.000155 	P(spam|word): 0.789283
0200: 207 	P(word|spam): 0.000155 	P(spam|word): 0.386639
increase: 207 	P(word|spam): 0.000155 	P(spam|word): 0.963847
f6: 206 	P(word|spam): 0.000154 	P(spam|word): 0.997788
bidi: 206 	P(word|spam): 0.000154 	P(spam|word): 0.900000
buy: 205 	P(word|spam): 0.000153 	P(spam|word): 0.856829
package: 205 	P(word|spam): 0.000153 	P(spam|word): 0.817801
server: 205 	P(word|spam): 0.000153 	P(spam|word): 0.480645
