977808
com: 17127 	P(word|ham): 0.017516 	P(ham|word): 0.748740
100000: 268 	P(word|ham): 0.000274 	P(ham|word): 0.100000
something: 266 	P(word|ham): 0.000272 	P(ham|word): 0.433590
source: 265 	P(word|ham): 0.000271 	P(ham|word): 0.397948
say: 264 	P(word|ham): 0.000270 	P(ham|word): 0.573300
those: 263 	P(word|ham): 0.000269 	P(ham|word): 0.702028
format: 261 	P(word|ham): 0.000267 	P(ham|word): 0.635688
p: 260 	P(word|ham): 0.000266 	P(ham|word): 0.987915
cwg: 259 	P(word|ham): 0.000265 	P(ham|word): 0.100000
really: 259 	P(word|ham): 0.000265 	P(ham|word): 0.523579
through: 257 	P(word|ham): 0.000263 	P(ham|word): 0.722103
go: 257 	P(word|ham): 0.000263 	P(ham|word): 0.789788
service: 255 	P(word|ham): 0.000261 	P(ham|word): 0.877852
news: 254 	P(word|ham): 0.000260 	P(ham|word): 0.703311
our: 253 	P(word|ham): 0.000259 	P(ham|word): 0.957480
pine: 253 	P(word|ham): 0.000259 	P(ham|word): 0.100000
public: 251 	P(word|ham): 0.000257 	P(ham|word): 0.639094
while: 250 	P(word|ham): 0.000256 	P(ham|word): 0.702019
am: 249 	P(word|ham): 0.000255 	P(ham|word): 0.830699
de: 249 	P(word|ham): 0.000255 	P(ham|word): 0.861266
vipul: 248 	P(word|ham): 0.000254 	P(ham|word): 0.100000
anyone: 247 	P(word|ham): 0.000253 	P(ham|word): 0.701410
chris: 245 	P(word|ham): 0.000251 	P(ham|word): 0.042773
webdev: 245 	P(word|ham): 0.000251 	P(ham|word): 0.008858
his: 244 	P(word|ham): 0.000250 	P(ham|word): 0.681089
license: 243 	P(word|ham): 0.000249 	P(ham|word): 0.264930
sponsored: 241 	P(word|ham): 0.000246 	P(ham|word): 0.635614
discussion: 240 	P(word|ham): 0.000245 	P(ham|word): 0.106024
july: 239 	P(word|ham): 0.000244 	P(ham|word): 0.407262
might: 238 	P(word|ham): 0.000243 	P(ham|word): 0.391718
219: 238 	P(word|ham): 0.000243 	P(ham|word): 0.713722
going: 237 	P(word|ham): 0.000242 	P(ham|word): 0.515133
why: 236 	P(word|ham): 0.000241 	P(ham|word): 0.696193
open: 236 	P(word|ham): 0.000241 	P(ham|word): 0.507344
change: 235 	P(word|ham): 0.000240 	P(ham|word): 0.654143
two: 235 	P(word|ham): 0.000240 	P(ham|word): 0.656358
web: 234 	P(word|ham): 0.000239 	P(ham|word): 0.874984
another: 234 	P(word|ham): 0.000239 	P(ham|word): 0.590326
messages: 234 	P(word|ham): 0.000239 	P(ham|word): 0.374547
last: 233 	P(word|ham): 0.000238 	P(ham|word): 0.603540
apt: 233 	P(word|ham): 0.000238 	P(ham|word): 0.009310
doesn: 231 	P(word|ham): 0.000236 	P(ham|word): 0.440312
such: 231 	P(word|ham): 0.000236 	P(ham|word): 0.646560
252: 230 	P(word|ham): 0.000235 	P(ham|word): 0.487695
systems: 229 	P(word|ham): 0.000234 	P(ham|word): 0.523705
number: 229 	P(word|ham): 0.000234 	P(ham|word): 0.803621
support: 229 	P(word|ham): 0.000234 	P(ham|word): 0.628575
old: 229 	P(word|ham): 0.000234 	P(ham|word): 0.674773
unison: 227 	P(word|ham): 0.000232 	P(ham|word): 0.018926
check: 227 	P(word|ham): 0.000232 	P(ham|word): 0.782045
end: 226 	P(word|ham): 0.000231 	P(ham|word): 0.689304
gnu: 225 	P(word|ham): 0.000230 	P(ham|word): 0.037466
better: 225 	P(word|ham): 0.000230 	P(ham|word): 0.608915
right: 223 	P(word|ham): 0.000228 	P(ham|word): 0.928670
camel: 221 	P(word|ham): 0.000226 	P(ham|word): 0.100000
case: 220 	P(word|ham): 0.000225 	P(ham|word): 0.503756
name: 220 	P(word|ham): 0.000225 	P(ham|word): 0.962833
hotmail: 219 	P(word|ham): 0.000224 	P(ham|word): 0.915021
things: 216 	P(word|ham): 0.000221 	P(ham|word): 0.438367
find: 216 	P(word|ham): 0.000221 	P(ham|word): 0.824666
dyndns: 216 	P(word|ham): 0.000221 	P(ham|word): 0.100000
years: 215 	P(word|ham): 0.000220 	P(ham|word): 0.768514
sure: 214 	P(word|ham): 0.000219 	P(ham|word): 0.616318
address: 213 	P(word|ham): 0.000218 	P(ham|word): 0.910855
however: 211 	P(word|ham): 0.000216 	P(ham|word): 0.556659
corvil: 211 	P(word|ham): 0.000216 	P(ham|word): 0.100000
though: 211 	P(word|ham): 0.000216 	P(ham|word): 0.332483
signature: 210 	P(word|ham): 0.000215 	P(ham|word): 0.360212
off: 209 	P(word|ham): 0.000214 	P(ham|word): 0.714595
take: 209 	P(word|ham): 0.000214 	P(ham|word): 0.804977
did: 209 	P(word|ham): 0.000214 	P(ham|word): 0.618874
etc: 209 	P(word|ham): 0.000214 	P(ham|word): 0.626334
available: 208 	P(word|ham): 0.000213 	P(ham|word): 0.823094
run: 208 	P(word|ham): 0.000213 	P(ham|word): 0.353746
u: 207 	P(word|ham): 0.000212 	P(ham|word): 0.930049
too: 207 	P(word|ham): 0.000212 	P(ham|word): 0.634328
ftp: 206 	P(word|ham): 0.000211 	P(ham|word): 0.096076
tmda: 203 	P(word|ham): 0.000208 	P(ham|word): 0.100000
userid: 203 	P(word|ham): 0.000208 	P(ham|word): 0.274049
168: 203 	P(word|ham): 0.000208 	P(ham|word): 0.808723
62: 202 	P(word|ham): 0.000207 	P(ham|word): 0.745325
organization: 201 	P(word|ham): 0.000206 	P(ham|word): 0.308732
thing: 200 	P(word|ham): 0.000205 	P(ham|word): 0.507164
under: 200 	P(word|ham): 0.000205 	P(ham|word): 0.645050
suse: 200 	P(word|ham): 0.000205 	P(ham|word): 0.339732
got: 199 	P(word|ham): 0.000204 	P(ham|word): 0.483263
actually: 198 	P(word|ham): 0.000202 	P(ham|word): 0.446672
company: 197 	P(word|ham): 0.000201 	P(ham|word): 0.857178
n: 197 	P(word|ham): 0.000201 	P(ham|word): 0.860931
works: 196 	P(word|ham): 0.000200 	P(ham|word): 0.660298
few: 196 	P(word|ham): 0.000200 	P(ham|word): 0.686473
install: 196 	P(word|ham): 0.000200 	P(ham|word): 0.091354
l: 195 	P(word|ham): 0.000199 	P(ham|word): 0.754694
fr: 195 	P(word|ham): 0.000199 	P(ham|word): 0.724322
kernel: 195 	P(word|ham): 0.000199 	P(ham|word): 0.100000
slack: 195 	P(word|ham): 0.000199 	P(ham|word): 0.183384
hard: 194 	P(word|ham): 0.000198 	P(ham|word): 0.503908
servers: 194 	P(word|ham): 0.000198 	P(ham|word): 0.492543
fw2: 193 	P(word|ham): 0.000197 	P(ham|word): 0.184933
php3: 193 	P(word|ham): 0.000197 	P(ham|word): 0.192400
around: 192 	P(word|ham): 0.000196 	P(ham|word): 0.514692
page: 192 	P(word|ham): 0.000196 	P(ham|word): 0.776693
made: 192 	P(word|ham): 0.000196 	P(ham|word): 0.759548
site: 191 	P(word|ham): 0.000195 	P(ham|word): 0.894675
geocrawler: 191 	P(word|ham): 0.000195 	P(ham|word): 0.178851
redir: 191 	P(word|ham): 0.000195 	P(ham|word): 0.236357
look: 191 	P(word|ham): 0.000195 	P(ham|word): 0.722392
once: 191 	P(word|ham): 0.000195 	P(ham|word): 0.683055
try: 190 	P(word|ham): 0.000194 	P(ham|word): 0.631952
free: 190 	P(word|ham): 0.000194 	P(ham|word): 0.963070
produced: 188 	P(word|ham): 0.000192 	P(ham|word): 0.614725
div: 188 	P(word|ham): 0.000192 	P(ham|word): 0.973200
outlook: 187 	P(word|ham): 0.000191 	P(ham|word): 0.775485
without: 187 	P(word|ham): 0.000191 	P(ham|word): 0.776074
language: 187 	P(word|ham): 0.000191 	P(ham|word): 0.629321
report: 185 	P(word|ham): 0.000189 	P(ham|word): 0.869305
added: 184 	P(word|ham): 0.000188 	P(ham|word): 0.412481
data: 183 	P(word|ham): 0.000187 	P(ham|word): 0.635943
paul: 183 	P(word|ham): 0.000187 	P(ham|word): 0.185221
nl: 182 	P(word|ham): 0.000186 	P(ham|word): 0.611797
august: 182 	P(word|ham): 0.000186 	P(ham|word): 0.277962
different: 182 	P(word|ham): 0.000186 	P(ham|word): 0.582553
sent: 181 	P(word|ham): 0.000185 	P(ham|word): 0.808494
running: 181 	P(word|ham): 0.000185 	P(ham|word): 0.285302
thanks: 180 	P(word|ham): 0.000184 	P(ham|word): 0.560867
leitl: 180 	P(word|ham): 0.000184 	P(ham|word): 0.100000
wrong: 179 	P(word|ham): 0.000183 	P(ham|word): 0.344680
again: 179 	P(word|ham): 0.000183 	P(ham|word): 0.695805
own: 179 	P(word|ham): 0.000183 	P(ham|word): 0.829593
each: 179 	P(word|ham): 0.000183 	P(ham|word): 0.841794
flowed: 179 	P(word|ham): 0.000183 	P(ham|word): 0.180445
long: 178 	P(word|ham): 0.000182 	P(ham|word): 0.780456
based: 177 	P(word|ham): 0.000181 	P(ham|word): 0.746456
seems: 177 	P(word|ham): 0.000181 	P(ham|word): 0.100178
f: 175 	P(word|ham): 0.000179 	P(ham|word): 0.820763
font: 174 	P(word|ham): 0.000178 	P(ham|word): 0.997671
down: 173 	P(word|ham): 0.000177 	P(ham|word): 0.728490
gary: 173 	P(word|ham): 0.000177 	P(ham|word): 0.048185
operating: 172 	P(word|ham): 0.000176 	P(ham|word): 0.364207
auth02: 172 	P(word|ham): 0.000176 	P(ham|word): 0.100000
100: 171 	P(word|ham): 0.000175 	P(ham|word): 0.955829
gpl: 170 	P(word|ham): 0.000174 	P(ham|word): 0.100000
geek: 170 	P(word|ham): 0.000174 	P(ham|word): 0.618730
j: 170 	P(word|ham): 0.000174 	P(ham|word): 0.670506
yes: 169 	P(word|ham): 0.000173 	P(ham|word): 0.667568
g: 169 	P(word|ham): 0.000173 	P(ham|word): 0.809033
build: 169 	P(word|ham): 0.000173 	P(ham|word): 0.761908
changed: 168 	P(word|ham): 0.000172 	P(ham|word): 0.198476
never: 168 	P(word|ham): 0.000172 	P(ham|word): 0.787882
kamakiriad: 168 	P(word|ham): 0.000172 	P(ham|word): 0.100000
part: 168 	P(word|ham): 0.000172 	P(ham|word): 0.779342
both: 168 	P(word|ham): 0.000172 	P(ham|word): 0.692750
yet: 167 	P(word|ham): 0.000171 	P(ham|word): 0.371065
real: 167 	P(word|ham): 0.000171 	P(ham|word): 0.801514
welcome: 167 	P(word|ham): 0.000171 	P(ham|word): 0.685179
i386: 167 	P(word|ham): 0.000171 	P(ham|word): 0.360519
day: 167 	P(word|ham): 0.000171 	P(ham|word): 0.862143
point: 166 	P(word|ham): 0.000170 	P(ham|word): 0.571216
devel: 166 	P(word|ham): 0.000170 	P(ham|word): 0.061869
doing: 166 	P(word|ham): 0.000170 	P(ham|word): 0.566310
security: 165 	P(word|ham): 0.000169 	P(ham|word): 0.681167
unknown: 164 	P(word|ham): 0.000168 	P(ham|word): 0.807894
lawrence: 164 	P(word|ham): 0.000168 	P(ham|word): 0.100000
heaven: 164 	P(word|ham): 0.000168 	P(ham|word): 0.791301
default: 163 	P(word|ham): 0.000167 	P(ham|word): 0.429297
mailscanner: 163 	P(word|ham): 0.000167 	P(ham|word): 0.100000
pm: 163 	P(word|ham): 0.000167 	P(ham|word): 0.634076
looking: 163 	P(word|ham): 0.000167 	P(ham|word): 0.746305
lnx: 163 	P(word|ham): 0.000167 	P(ham|word): 0.100000
give: 161 	P(word|ham): 0.000165 	P(ham|word): 0.769875
redbrick: 161 	P(word|ham): 0.000165 	P(ham|word): 0.100000
206: 160 	P(word|ham): 0.000164 	P(ham|word): 0.627309
3d: 160 	P(word|ham): 0.000164 	P(ham|word): 0.997762
boot: 160 	P(word|ham): 0.000164 	P(ham|word): 0.013500
zoo: 159 	P(word|ham): 0.000163 	P(ham|word): 0.026803
hi: 159 	P(word|ham): 0.000163 	P(ham|word): 0.542180
ul: 159 	P(word|ham): 0.000163 	P(ham|word): 0.851075
please: 159 	P(word|ham): 0.000163 	P(ham|word): 0.951086
best: 158 	P(word|ham): 0.000162 	P(ham|word): 0.877100
question: 158 	P(word|ham): 0.000162 	P(ham|word): 0.477700
every: 158 	P(word|ham): 0.000162 	P(ham|word): 0.856297
petting: 158 	P(word|ham): 0.000162 	P(ham|word): 0.100000
probably: 158 	P(word|ham): 0.000162 	P(ham|word): 0.399460
murphy: 156 	P(word|ham): 0.000160 	P(ham|word): 0.013841
msmail: 156 	P(word|ham): 0.000160 	P(ham|word): 0.804396
tuesday: 155 	P(word|ham): 0.000159 	P(ham|word): 0.211600
gnome: 155 	P(word|ham): 0.000159 	P(ham|word): 0.013929
ip: 155 	P(word|ham): 0.000159 	P(ham|word): 0.372367
general: 155 	P(word|ham): 0.000159 	P(ham|word): 0.585508
projects: 155 	P(word|ham): 0.000159 	P(ham|word): 0.383302
teledyn: 155 	P(word|ham): 0.000159 	P(ham|word): 0.100000
access: 154 	P(word|ham): 0.000157 	P(ham|word): 0.788996
maya: 154 	P(word|ham): 0.000157 	P(ham|word): 0.100000
tech: 153 	P(word|ham): 0.000156 	P(ham|word): 0.391718
high: 153 	P(word|ham): 0.000156 	P(ham|word): 0.826120
someone: 153 	P(word|ham): 0.000156 	P(ham|word): 0.650395
thread: 153 	P(word|ham): 0.000156 	P(ham|word): 0.440428
directory: 152 	P(word|ham): 0.000155 	P(ham|word): 0.556189
vulnwatch: 152 	P(word|ham): 0.000155 	P(ham|word): 0.100000
error: 152 	P(word|ham): 0.000155 	P(ham|word): 0.604258
bit: 152 	P(word|ham): 0.000155 	P(ham|word): 0.393282
possible: 151 	P(word|ham): 0.000154 	P(ham|word): 0.646270
accept: 151 	P(word|ham): 0.000154 	P(ham|word): 0.591838
business: 150 	P(word|ham): 0.000153 	P(ham|word): 0.957303
rather: 149 	P(word|ham): 0.000152 	P(ham|word): 0.398048
little: 149 	P(word|ham): 0.000152 	P(ham|word): 0.680586
csn: 149 	P(word|ham): 0.000152 	P(ham|word): 0.128120
2001: 149 	P(word|ham): 0.000152 	P(ham|word): 0.915364
ch: 148 	P(word|ham): 0.000151 	P(ham|word): 0.699036
else: 148 	P(word|ham): 0.000151 	P(ham|word): 0.627771
jlooney: 148 	P(word|ham): 0.000151 	P(ham|word): 0.100000
release: 148 	P(word|ham): 0.000151 	P(ham|word): 0.619387
send: 147 	P(word|ham): 0.000150 	P(ham|word): 0.924913
having: 147 	P(word|ham): 0.000150 	P(ham|word): 0.631389
small: 146 	P(word|ham): 0.000149 	P(ham|word): 0.797740
box: 146 	P(word|ham): 0.000149 	P(ham|word): 0.674218
enough: 146 	P(word|ham): 0.000149 	P(ham|word): 0.477751
brian: 146 	P(word|ham): 0.000149 	P(ham|word): 0.118920
niall: 145 	P(word|ham): 0.000148 	P(ham|word): 0.100000
program: 144 	P(word|ham): 0.000147 	P(ham|word): 0.895235
lot: 144 	P(word|ham): 0.000147 	P(ham|word): 0.632104
nice: 142 	P(word|ham): 0.000145 	P(ham|word): 0.381481
size: 142 	P(word|ham): 0.000145 	P(ham|word): 0.994970
dated: 142 	P(word|ham): 0.000145 	P(ham|word): 0.084681
problems: 142 	P(word|ham): 0.000145 	P(ham|word): 0.643371
online: 142 	P(word|ham): 0.000145 	P(ham|word): 0.895708
read: 141 	P(word|ham): 0.000144 	P(ham|word): 0.793860
info: 141 	P(word|ham): 0.000144 	P(ham|word): 0.889426
says: 141 	P(word|ham): 0.000144 	P(ham|word): 0.416675
2600: 140 	P(word|ham): 0.000143 	P(ham|word): 0.646619
copy: 140 	P(word|ham): 0.000143 	P(ham|word): 0.813551
stuff: 139 	P(word|ham): 0.000142 	P(ham|word): 0.459636
client: 139 	P(word|ham): 0.000142 	P(ham|word): 0.566613
key: 139 	P(word|ham): 0.000142 	P(ham|word): 0.440589
days: 138 	P(word|ham): 0.000141 	P(ham|word): 0.853433
php: 138 	P(word|ham): 0.000141 	P(ham|word): 0.809023
already: 138 	P(word|ham): 0.000141 	P(ham|word): 0.694082
argote: 138 	P(word|ham): 0.000141 	P(ham|word): 0.100000
quoted: 138 	P(word|ham): 0.000141 	P(ham|word): 0.900119
followup: 138 	P(word|ham): 0.000141 	P(ham|word): 0.100000
called: 138 	P(word|ham): 0.000141 	P(ham|word): 0.474890
wanadoo: 137 	P(word|ham): 0.000140 	P(ham|word): 0.467803
log: 137 	P(word|ham): 0.000140 	P(ham|word): 0.172024
isn: 136 	P(word|ham): 0.000139 	P(ham|word): 0.340012
tcd: 136 	P(word|ham): 0.000139 	P(ham|word): 0.074500
barrera: 135 	P(word|ham): 0.000138 	P(ham|word): 0.100000
apple: 135 	P(word|ham): 0.000138 	P(ham|word): 0.185044
working: 134 	P(word|ham): 0.000137 	P(ham|word): 0.739793
times: 134 	P(word|ham): 0.000137 	P(ham|word): 0.911200
today: 134 	P(word|ham): 0.000137 	P(ham|word): 0.895953
disk: 134 	P(word|ham): 0.000137 	P(ham|word): 0.434378
envelope: 134 	P(word|ham): 0.000137 	P(ham|word): 0.896655
start: 133 	P(word|ham): 0.000136 	P(ham|word): 0.848422
ucsc: 133 	P(word|ham): 0.000136 	P(ham|word): 0.100000
instead: 133 	P(word|ham): 0.000136 	P(ham|word): 0.723569
via: 133 	P(word|ham): 0.000136 	P(ham|word): 0.723569
valen: 132 	P(word|ham): 0.000135 	P(ham|word): 0.100000
able: 132 	P(word|ham): 0.000135 	P(ham|word): 0.757187
big: 132 	P(word|ham): 0.000135 	P(ham|word): 0.829353
folder: 131 	P(word|ham): 0.000134 	P(ham|word): 0.032346
bug: 131 	P(word|ham): 0.000134 	P(ham|word): 0.077124
os: 131 	P(word|ham): 0.000134 	P(ham|word): 0.294705
power: 131 	P(word|ham): 0.000134 	P(ham|word): 0.679760
uid: 131 	P(word|ham): 0.000134 	P(ham|word): 0.326464
svc: 130 	P(word|ham): 0.000133 	P(ham|word): 0.402520
links: 130 	P(word|ham): 0.000133 	P(ham|word): 0.742272
printable: 130 	P(word|ham): 0.000133 	P(ham|word): 0.905210
dsl: 129 	P(word|ham): 0.000132 	P(ham|word): 0.593442
cheers: 129 	P(word|ham): 0.000132 	P(ham|word): 0.032831
ms: 129 	P(word|ham): 0.000132 	P(ham|word): 0.867874
fact: 129 	P(word|ham): 0.000132 	P(ham|word): 0.672532
between: 129 	P(word|ham): 0.000132 	P(ham|word): 0.572808
until: 129 	P(word|ham): 0.000132 	P(ham|word): 0.651207
garym: 129 	P(word|ham): 0.000132 	P(ham|word): 0.100000
application: 128 	P(word|ham): 0.000131 	P(ham|word): 0.746332
linuxmafia: 128 	P(word|ham): 0.000131 	P(ham|word): 0.100000
sa: 128 	P(word|ham): 0.000131 	P(ham|word): 0.598101
ns2: 128 	P(word|ham): 0.000131 	P(ham|word): 0.170308
preference: 127 	P(word|ham): 0.000130 	P(ham|word): 0.064512
cloudmark: 127 	P(word|ham): 0.000130 	P(ham|word): 0.100000
non: 126 	P(word|ham): 0.000129 	P(ham|word): 0.779975
cra: 126 	P(word|ham): 0.000129 	P(ham|word): 0.327305
within: 126 	P(word|ham): 0.000129 	P(ham|word): 0.869374
against: 126 	P(word|ham): 0.000129 	P(ham|word): 0.510434
add: 126 	P(word|ham): 0.000129 	P(ham|word): 0.713050
process: 125 	P(word|ham): 0.000128 	P(ham|word): 0.670170
always: 125 	P(word|ham): 0.000128 	P(ham|word): 0.725647
put: 125 	P(word|ham): 0.000128 	P(ham|word): 0.742941
interface: 125 	P(word|ham): 0.000128 	P(ham|word): 0.336856
jakma: 125 	P(word|ham): 0.000128 	P(ham|word): 0.100000
phone: 125 	P(word|ham): 0.000128 	P(ham|word): 0.916546
getting: 125 	P(word|ham): 0.000128 	P(ham|word): 0.701239
195: 124 	P(word|ham): 0.000127 	P(ham|word): 0.684727
cest: 124 	P(word|ham): 0.000127 	P(ham|word): 0.209399
maybe: 124 	P(word|ham): 0.000127 	P(ham|word): 0.492683
owsla: 124 	P(word|ham): 0.000127 	P(ham|word): 0.100000
quite: 124 	P(word|ham): 0.000127 	P(ham|word): 0.388628
next: 123 	P(word|ham): 0.000126 	P(ham|word): 0.806405
v6: 123 	P(word|ham): 0.000126 	P(ham|word): 0.403496
issue: 123 	P(word|ham): 0.000126 	P(ham|word): 0.663968
least: 123 	P(word|ham): 0.000126 	P(ham|word): 0.750521
165: 123 	P(word|ham): 0.000126 	P(ham|word): 0.470913
adam: 122 	P(word|ham): 0.000125 	P(ham|word): 0.017630
v: 122 	P(word|ham): 0.000125 	P(ham|word): 0.814711
great: 122 	P(word|ham): 0.000125 	P(ham|word): 0.815325
crank: 122 	P(word|ham): 0.000125 	P(ham|word): 0.100000
mozilla: 121 	P(word|ham): 0.000124 	P(ham|word): 0.302788
keep: 121 	P(word|ham): 0.000124 	P(ham|word): 0.789283
80: 121 	P(word|ham): 0.000124 	P(ham|word): 0.825812
198: 120 	P(word|ham): 0.000123 	P(ham|word): 0.522618
man: 120 	P(word|ham): 0.000123 	P(ham|word): 0.500880
commits: 120 	P(word|ham): 0.000123 	P(ham|word): 0.100000
course: 119 	P(word|ham): 0.000122 	P(ham|word): 0.727364
dave: 118 	P(word|ham): 0.000121 	P(ham|word): 0.250371
didn: 118 	P(word|ham): 0.000121 	P(ham|word): 0.432065
garrigues: 118 	P(word|ham): 0.000121 	P(ham|word): 0.100000
254: 118 	P(word|ham): 0.000121 	P(ham|word): 0.465839
trying: 118 	P(word|ham): 0.000121 	P(ham|word): 0.491061
233: 118 	P(word|ham): 0.000121 	P(ham|word): 0.443787
large: 118 	P(word|ham): 0.000121 	P(ham|word): 0.645190
magnesium: 118 	P(word|ham): 0.000121 	P(ham|word): 0.035783
place: 118 	P(word|ham): 0.000121 	P(ham|word): 0.756021
unix: 118 	P(word|ham): 0.000121 	P(ham|word): 0.239797
ever: 118 	P(word|ham): 0.000121 	P(ham|word): 0.810830
chad: 117 	P(word|ham): 0.000120 	P(ham|word): 0.036077
either: 117 	P(word|ham): 0.000120 	P(ham|word): 0.559963
eugen: 117 	P(word|ham): 0.000120 	P(ham|word): 0.100000
universe: 117 	P(word|ham): 0.000120 	P(ham|word): 0.053157
technology: 116 	P(word|ham): 0.000119 	P(ham|word): 0.702327
justin: 116 	P(word|ham): 0.000119 	P(ham|word): 0.184673
let: 116 	P(word|ham): 0.000119 	P(ham|word): 0.827976
gov: 116 	P(word|ham): 0.000119 	P(ham|word): 0.397819
main: 116 	P(word|ham): 0.000119 	P(ham|word): 0.629460
x00: 115 	P(word|ham): 0.000118 	P(ham|word): 0.100000
fixed: 115 	P(word|ham): 0.000118 	P(ham|word): 0.660096
trust: 115 	P(word|ham): 0.000118 	P(ham|word): 0.581566
full: 114 	P(word|ham): 0.000117 	P(ham|word): 0.828767
dr: 113 	P(word|ham): 0.000116 	P(ham|word): 0.492079
window: 113 	P(word|ham): 0.000116 	P(ham|word): 0.661819
copyright: 113 	P(word|ham): 0.000116 	P(ham|word): 0.592372
several: 113 	P(word|ham): 0.000116 	P(ham|word): 0.693911
indigo: 113 	P(word|ham): 0.000116 	P(ham|word): 0.188651
done: 113 	P(word|ham): 0.000116 	P(ham|word): 0.564878
inc: 112 	P(word|ham): 0.000115 	P(ham|word): 0.743148
private: 112 	P(word|ham): 0.000115 	P(ham|word): 0.676561
maxtor: 112 	P(word|ham): 0.000115 	P(ham|word): 0.100000
213: 112 	P(word|ham): 0.000115 	P(ham|word): 0.930419
aol: 112 	P(word|ham): 0.000115 	P(ham|word): 0.935991
computer: 112 	P(word|ham): 0.000115 	P(ham|word): 0.844119
rick: 111 	P(word|ham): 0.000114 	P(ham|word): 0.216396
installed: 111 	P(word|ham): 0.000114 	P(ham|word): 0.121325
machine: 111 	P(word|ham): 0.000114 	P(ham|word): 0.428429
anything: 111 	P(word|ham): 0.000114 	P(ham|word): 0.682546
austin: 111 	P(word|ham): 0.000114 	P(ham|word): 0.037953
card: 111 	P(word|ham): 0.000114 	P(ham|word): 0.875039
60: 111 	P(word|ham): 0.000114 	P(ham|word): 0.833069
ago: 111 	P(word|ham): 0.000114 	P(ham|word): 0.486341
mindspring: 110 	P(word|ham): 0.000112 	P(ham|word): 0.341031
dell: 110 	P(word|ham): 0.000112 	P(ham|word): 0.122293
delivery: 110 	P(word|ham): 0.000112 	P(ham|word): 0.918738
30th: 110 	P(word|ham): 0.000112 	P(ham|word): 0.090515
bad: 110 	P(word|ham): 0.000112 	P(ham|word): 0.636577
mithral: 110 	P(word|ham): 0.000112 	P(ham|word): 0.100000
red: 109 	P(word|ham): 0.000111 	P(ham|word): 0.856029
auracom: 109 	P(word|ham): 0.000111 	P(ham|word): 0.074373
include: 109 	P(word|ham): 0.000111 	P(ham|word): 0.820785
smtp1: 109 	P(word|ham): 0.000111 	P(ham|word): 0.286604
vulnerability: 108 	P(word|ham): 0.000110 	P(ham|word): 0.100000
string: 108 	P(word|ham): 0.000110 	P(ham|word): 0.233187
fsf: 108 	P(word|ham): 0.000110 	P(ham|word): 0.019870
beberg: 108 	P(word|ham): 0.000110 	P(ham|word): 0.100000
others: 108 	P(word|ham): 0.000110 	P(ham|word): 0.699828
65: 107 	P(word|ham): 0.000109 	P(ham|word): 0.925603
cs: 107 	P(word|ham): 0.000109 	P(ham|word): 0.450099
face: 107 	P(word|ham): 0.000109 	P(ham|word): 0.994728
thought: 107 	P(word|ham): 0.000109 	P(ham|word): 0.490251
166: 107 	P(word|ham): 0.000109 	P(ham|word): 0.595685
2000: 107 	P(word|ham): 0.000109 	P(ham|word): 0.761461
come: 107 	P(word|ham): 0.000109 	P(ham|word): 0.814797
au: 106 	P(word|ham): 0.000108 	P(ham|word): 0.822282
idea: 106 	P(word|ham): 0.000108 	P(ham|word): 0.569331
money: 106 	P(word|ham): 0.000108 	P(ham|word): 0.959331
autoconverted: 106 	P(word|ham): 0.000108 	P(ham|word): 0.650230
call: 106 	P(word|ham): 0.000108 	P(ham|word): 0.917723
